,tweets,label,username,location
1106,"Where the fuck is Joe Biden when it comes to the press? Donald Trump would give regular solid updates every day &amp; he would answer all questions from the press, Biden runs from them like a scared rabbit then whinges when the news is bad, he fucked the country, take responsibility",,RitchingsWayne,
1107,"@truthnwisdom @PurpleRain713 @TruthSad2 @donedealdon @GregAbbott_TX What mandates?
Gas is down now.
Electicity is up cause Abbott is corrupt and in bed with energy companies and didn't resolve Grid issues.
Supply Chain is related to Pandemic which Trump boosted to try and kill off blue cities and states.",,l2obel2t,Don't mess with Texas
1108,Trump was terrible but also funny as fuck. https://t.co/eUr6Fk8nXf,,AcidPopulist,"Memphis, TN"
1109,"Fucker couldn’t find a receipt from Trump term to prove what he’s flamboyantly lying about. 

https://t.co/k4KGNI9lsu https://t.co/YoloXCWGzr",,weaver_robert,"Dallas, Texas"
1110,"@thehill He tried to be a proper journalist on Fox News... 

He was defeated by the nut jobs and propaganda.  

@FoxNews is literally trying to kill democracy by brainwashing its Trump cult.  Its seriously scary.",,NewYorkabroad,
1111,"Iggy Azalea Wants People To 'Shut The Fuck Up' With The 'I Regret Voting Biden' Commentary - https://t.co/uupnzTzAbZ
Iggy Azalea is doing her part to remind folks what America went through from 2016 to 2020 while former president Donald Trump was running the Oval Office.
In a ... https://t.co/WzSbPmMUxp",,djhalfpint401,
1112,@DrGJackBrown @RonFilipkowski He’s a gay Donald Trump Jr.  Has no clue that he has no clue.,,GradyFrankJay,"Fairfield, CA"
1113,"Yeah 1st one shot then a booster shot now 3 shots nobody can trust  this lieing fucker Yeah hes just as bad as the ass puppet running this country I say bring Trump back at least you didn't blow smoke up our ass and he knew how to walk            
 https://t.co/ku9ADYyzTX",,themnytrain,home
1114,Kathy Griffin Drags Gay Son of NFL Legend Herschel Walker After Finger-Wagging Rant Claiming Trump Won Election: WATCH https://t.co/K2y8uG8PMP via @tlrd,,AfricaBestLife,South Africa
1115,Tapper: Trump tried to kill democracy once. He'll do it again - CNN Politics https://t.co/lNlgtpBtH5,,HLStockenstrom,"England, United Kingdom"
1116,@StevennotStefan @Dvaritos @alexriesart Trump's entire campaign was based on racism and American purity. How the fuck is that not Nazi-parallel from the get-go?!,,Lord_Cantalo,"California, USA"
1117,the testament: hulk Hogan just kill Donald trump's https://t.co/lpdVjLN861,,baotoquoctoday,"Tomball, TX"
1118,"Fuck you, Trump.",,potus45bot,
1119,"Titleist Bans 'Let's Go, Brandon' From Customized Golf Balls, but Permits 'Kill Cops' and 'Kill Trump' – RedState https://t.co/JRCthmdzUh",,mikekirbyone,"Connecticut, U S A"
1120,"Titleist Bans 'Let's Go, Brandon' From Customized Golf Balls, but Permits 'Kill Cops' and 'Kill Trump' https://t.co/Zh2tzjZjhL",,dcstu99,"Appalachia, USA"
1121,No coding here. FY p*ece of sh*te with your little friends. Liars thiefs. Do not buy fuck all from us trump trudesu buden piece of shite liars. Nor boeing. F35 still grounded indefinitely. My way was the proper way.  https://t.co/xQrDqE8IOm,,Chantal71279306,
1122,"Fuhrer Bradley - Accept your role and no harm will come to you… also, we’re gonna kill you, if you cooperate… #fmab leaders never care about continuity in #anime and #politics #VoteThemAllOut2022 #trump",,justkuper,Lost in thought 
1123,@DanielNewman @MalcolmNance You don’t think the trump supporters will be more upset that hes black and gay? Really?,,opinionated75,
1124,@Sujodamystique Rich white elites just think they can do what they want and get away with it. There's a sex trafficking route to Italy and Dubai. Who do you think funds it? A Broke nigga? R Kelly went to jail for a 16 year old. Donald Trump got away with it.,,Inhumanity_arts,africa
1125,@REDZONEFORALL A trUmp supporter ready to kill as they love doing,,LaFiereChienne,
1126,"@joann_cubberly @IamScottlevine @duckonjunebug @MuellerSheWrote @politicalblond Me, too. Not because they aren't activist judges willing to kill democracy on the way out ... but: because their agenda isn't about Trump or ""his"" part of the GQP.

To the contrary: they know that their vision isn't popular, so they won't waste reputation on crap Trump lolsuits.",,DefensorPacis5,
1127,"Netanyahu Responds After Furious Trump Tells Reporter ""Fuck Him!"" For Daring To Congratulating President Biden Too Early https://t.co/ZtIAEKk7i9 https://t.co/3rUXo6d1It",,AltomonteEvile,"New York, USA"
1128,"""A former aide says Trump has ordered him to ignore House Democrats’ subpoena over the U.S. pandemic response."" by BY SHERYL GAY STOLBERG via NYT New York Times https://t.co/VUH25bqZ2v",,gefra01,Around the world
1129,"@Nonder92 @IJS03422635 @QuoteDigging @DanRather @TeaPainUSA Organized effort to kill people? Where do you guys come up with this stuff?? Of course not. That’s a ridiculous thing to say. What has he been charged with? You can buzz off with your silly little Twittertude.

You know there’s actual evidence that Trump DID do these things tho.",,JoannaM43017231,
1130,"The traitors who oranized the attempted coup on Jan 6th, need to be imprisoned for treason. Its time to stand to trump and his minions. They have no power percieved or otherwise. Fuck trump.",,Uktranswoman,
1131,"""A former aide says Trump has ordered him to ignore House Democrats’ subpoena over the U.S. pandemic response."" by BY SHERYL GAY STOLBERG via NYT New York Times https://t.co/tNUehbybdf",,georgegallagher,Pennsylvania
1132,Tapper: Trump tried to kill democracy once. He'll do it again - CNN - https://t.co/Aa34bM8mh8,,trumpwatchapp,Everywhere Trump is
1133,"No Biden and Trump alike as Chris Webby has lit ""Fuck a politician,"" which means all stripes. https://t.co/rtJGSTTEKf",,Mrkwolfe0,"Philadelphia, PA"
1134,"@DarrellBuckne13 @Michel78118339 @DorisMele @sgabig @ISafeyet @truthsearch1957 @Quin4Trump @kcinor @ButchOrNile @yvonnecar20 @keepitwilder @B26Rick @porfie_moreno @MarvinRJeffcoat @thedude77 @Cavitation19 @FlownOverGuy @S51781902 @Una_Alta_Volta @SlaterBrowne @Gloriaoldsurfer @StillFreeSCOTTY @Wahboom @tnolwene @ernestleenot @Noel82002324 @jen95873143 @kithercbaby @OldPrague @Lulublutwo @NotDorseyJack1 @NoBulls55224206 @Francine20171 @Maxamegalon2000 @abd130usa22nq @MarilynLavala @TrumpWonUKnowIt @NoMoreBlue1 @AdorablePups5 @tramalot @CougJoseph @LadyShark57 @ICanPlainlySee @BravoCompany66 @curtwaldrip @Tee2019K @patriot_roll @TheRebeluniter @Ecomemory1 I speak in fact. trump used power as a potus to kill his business associate in Iran and accepted money from @shell to put down peaceful protesters in niger. Coca-Cola has stolen all the water sources in Latin America; trump locked 'em up so koch nunes could have free labor, still",,BeAVoter4Life,"Los Angeles, CA"
1135,"@aznananc @Rabuuf @LeutrimRexhaj @music_and_chill @johnnyzirish @artecat23 @PositionsTears @ChristianWVids literally that’s what I was going to say! People are blaming biden for the gas princes, but it’s trump’s leftovers that caused it. Idk why people think it unmediated is all on the new person..",,gay_angel_,gay / neurodivergent / gnc
1136,"""A former aide says Trump has ordered him to ignore House Democrats’ subpoena over the U.S. pandemic response."" by BY SHERYL GAY STOLBERG via NYT New York Times https://t.co/PSbPI77KVM",,iamakhilsharmaa,"Delhi, India"
1137,Would you use a lead pipe to kill Trump?,,bot_storyteller,
1138,"""A former aide says Trump has ordered him to ignore House Democrats’ subpoena over the U.S. pandemic response."" by BY SHERYL GAY STOLBERG via NYT New York Times https://t.co/yZ9Zx1I8Yr",,nmitch,USA
1139,"""A former aide says Trump has ordered him to ignore House Democrats’ subpoena over the U.S. pandemic response."" by BY SHERYL GAY STOLBERG via NYT New York Times https://t.co/q3SbZYimxj",,Tushar__Kothari,earthquake 
1140,"""A former aide says Trump has ordered him to ignore House Democrats’ subpoena over the U.S. pandemic response."" by BY SHERYL GAY STOLBERG via NYT New York Times https://t.co/gmacKvKt8p",,DJIMB3RRY,"Québec, Canada 🇨🇦"
1141,"""A former aide says Trump has ordered him to ignore House Democrats’ subpoena over the U.S. pandemic response."" by BY SHERYL GAY STOLBERG via NYT New York Times https://t.co/gLtXfjb9FL",,24hrnewsworld,United States
1142,"@mattbzen @RobSchneider Know the difference between Bill Clinton, Donald Trump &amp; Jeffrey Epstein?? Nothing.....
Except Epstein didn't kill himself &amp;
Clinton didn't leave US w/ the biggest deficit in history like UR &amp; Bill Clinton's buddy Trump did. U in their club 2? Bet U R 😉 Ted &amp; Josh too https://t.co/aiegy8MBj4",,saturday_cj,
1143,"Meadows Jan. 5 email indicated Guard on standby to ‘protect pro Trump people,’ investigators say https://t.co/P1enYm6wph via @politico

Why the fuck would those treasonous insurrectionists need protection? THEY are the ones who attacked our US Capitol!",,luvcats13,Alabama
1144,"Remember, Miller was made Sec of Defense by trump just weeks before sending this holy-fuck memorandum: https://t.co/OUJ31N7qex",,galenmaskin,
1145,"Mr. Trump,
""fuck him"" ??
you should have grabbed him by the pussy.",,Pongo42318129,
1146,"@Cri773r @mousdrvr And that's a very bad thing, that he's not undone those policies, because those policies SUCK.

They kill people en masse in the name of hatred and austerity.

Trump put them in place, but by not getting rid of them, Biden's now responsible for them too as of January 20, 2021.",,KynarethNoBaka,"Washington, USA"
1147,"Titleist Bans 'Let's Go, Brandon' From Customized Golf Balls, but Permits 'Kill Cops' and 'Kill Trump' – RedState https://t.co/TzNhIK5ZVU",,melodiemorris,
1148,"A BIG FAT ""FUCK YOU"" TO DONALD TRUMP AND ALL OF HIS SHITTY CHILDREN

AND A BIG OL' ""FUCK YOU"" TO HIS WEIRDASS WIFE MELANIA.  FUCK YOU FOR STAYING MARRIED TO HIM",,DickDisaster,space
1149,Jake Tapper: Trump tried to kill democracy once. He’ll do it again – CNN Video https://t.co/1DFXy7DDYY,,TheNewsCaravan,India
1150,"@GOP And what’s was before and could be again…?👇

'Trump tried to kill democracy once. He'll do it again:' Tapper reacts to latest evidence of January 6 investigation
https://t.co/LQv3Y4gxqG",,ghmM_Europe,EU
1151,@mtgreenee @scootergirl9600 😂😂 The only thing that stands out in this long meandering Tweet is “Fuck everyone who supports Trump.” So thanks to MTG for highlighting that.😂😂,,drdeblk,
1152,Mark Meadows will suck Trump’s dick until the very end. Twitter might not like my tone but fuck @MarkMeadows,,AntiGOPMan,United States
1153,"Not gonna lie, I can't help but smile thinking about this... ""Fuck Netanyahu"" - President Trump

😂😂😂

https://t.co/BFd2skDXB6 https://t.co/Xft5TpIbz5",,habibi1776,Navigating a fractal of lies
1154,"The people who immediately say ""Trump is a cheeto"" when you disagree with them...

The reaction they have to you replying ""Fuck Trump He didn't pardon Assange and Snowden.""

Is always the most bitter look of disappointment I have ever seen on a persons face lol",,MoonageDaydre4m,"Beirut, Lebanon"
1155,@mmpadellan Remember trump tried to use the National guard to stop a violent riot and Democrats said fuck the National guard,,hoopzdominance,Yo Mom’s House
1156,"@DiyaGeuse @BMeiselas Yep that's the one. He's actually got a bit of a history of unstable behavior. But hey, he's famous, he was in the NFL so he must be a hero, he's got a gay son - not just gay, but extravagantly gay. Trump thinks he's got a jackpot winner lol.",,NonayaDambidnes,Earth (the spherical one)
1157,"@justinbaragona Actually trumps attorneys argued in court that as president, trump could go down any street and shoot /kill anyone in his way……and not be prosecuted…..and that those that tried to stop him were the criminals…. Look it up….the oral arguments are a matter of public record",,ChuckChesnut,
1158,@44nonreasons @imallykat @easton_matty I don't give a fuck about looking good to people who voted for trump twice.,,queerlybelove,
1159,"@RonFilipkowski Yet another person with no interest in ever having a job trying to find free money by filling a niche, in this case “gay black Trump fan” had an opening",,Fawcett_Says,"Stamford, CT"
1160,@GeorgePapa19 Didn't she say that before he beat her and aren't we still here to watching Biden fuck up all the progress that we made with President Trump?,,DocMylesJohnson,"Atlanta, GA"
1161,@richsignorelli @MeidasTouch @MarkMeadows It’s going to be very delicious watching a lot of lives crumble to pieces. The whole “fuck around and find out” crowd are going to really hate the consequences of putting Trump over Country.,,ChrisBrotzman,
1162,"CNN-Videos

« Tapper:Trump tried to kill democracy 1 »

… broken families for belated personal choices. 3/

⁦@NewYorkStateAG⁩ ⁦⁩@FBI ⁦@TheJusticeDept⁩ ⁦@SDNYnews⁩ @SpeakerPelosi⁩ ⁦⁦@RepAdamSchiff⁩ ⁦⁦@ManhattanDA⁩ https://t.co/KONGeqnd4O",,TaarMireille,
1163,"It only a matter ""When"" not ""if"" with $EEENF.  Democrates Fuck themselves everytime. Funny how they dont make news when they drill way more than trump did.  Lets get rich off these idiots.  Drill it, Pump it and Dump it. https://t.co/dWuR2OhsLG",,Jason_Sleight,Jamul
